category,section,title,url,description,source,stars,github_url
GitHub (anthropics),Repositories,anthropics/prompt-eng-interactive-tutorial,anthropic-collection/prompt-eng-interactive-tutorial,"This course is intended to provide you with a comprehensive step-by-step understanding of how to engineer optimal prompts within Claude. **After completing this course, you will be able to**:",Local: anthropics,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial,Welcome to Anthropic's Prompt Engineering Interactive Tutorial,anthropic-collection/prompt-eng-interactive-tutorial/README.md,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock,Welcome to Anthropic's Prompt Engineering Interactive Tutorial - Bedrock Edition,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/README.md,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock/anthropic,00_Tutorial_How-To.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/anthropic/00_Tutorial_How-To.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock/anthropic,01_Basic_Prompt_Structure.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/anthropic/01_Basic_Prompt_Structure.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock/anthropic,02_Being_Clear_and_Direct.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/anthropic/02_Being_Clear_and_Direct.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock/anthropic,03_Assigning_Roles_Role_Prompting.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/anthropic/03_Assigning_Roles_Role_Prompting.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock/anthropic,04_Separating_Data_and_Instructions.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/anthropic/04_Separating_Data_and_Instructions.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock/anthropic,05_Formatting_Output_and_Speaking_for_Claude.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/anthropic/05_Formatting_Output_and_Speaking_for_Claude.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock/anthropic,06_Precognition_Thinking_Step_by_Step.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/anthropic/06_Precognition_Thinking_Step_by_Step.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock/anthropic,07_Using_Examples _Few-Shot_Prompting.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/anthropic/07_Using_Examples _Few-Shot_Prompting.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock/anthropic,08_Avoiding_Hallucinations.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/anthropic/08_Avoiding_Hallucinations.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock/anthropic,09_Complex_Prompts_from_Scratch.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/anthropic/09_Complex_Prompts_from_Scratch.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock/anthropic,10_1_Appendix_Chaining_Prompts.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/anthropic/10_1_Appendix_Chaining_Prompts.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock/anthropic,10_2_Appendix_Tool_Use.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/anthropic/10_2_Appendix_Tool_Use.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock/anthropic,10_3_Appendix_Empirical_Performance_Evaluations.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/anthropic/10_3_Appendix_Empirical_Performance_Evaluations.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock/anthropic,10_4_Appendix_Search_and_Retrieval.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/anthropic/10_4_Appendix_Search_and_Retrieval.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock/boto3,00_Tutorial_How-To.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/boto3/00_Tutorial_How-To.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock/boto3,01_Basic_Prompt_Structure.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/boto3/01_Basic_Prompt_Structure.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock/boto3,02_Being_Clear_and_Direct.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/boto3/02_Being_Clear_and_Direct.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock/boto3,03_Assigning_Roles_Role_Prompting.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/boto3/03_Assigning_Roles_Role_Prompting.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock/boto3,04_Separating_Data_and_Instructions.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/boto3/04_Separating_Data_and_Instructions.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock/boto3,05_Formatting_Output_and_Speaking_for_Claude.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/boto3/05_Formatting_Output_and_Speaking_for_Claude.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock/boto3,06_Precognition_Thinking_Step_by_Step.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/boto3/06_Precognition_Thinking_Step_by_Step.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock/boto3,07_Using_Examples_Few-Shot_Prompting.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/boto3/07_Using_Examples_Few-Shot_Prompting.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock/boto3,08_Avoiding_Hallucinations.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/boto3/08_Avoiding_Hallucinations.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock/boto3,09_Complex_Prompts_from_Scratch.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/boto3/09_Complex_Prompts_from_Scratch.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock/boto3,10_1_Appendix_Chaining_Prompts.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/boto3/10_1_Appendix_Chaining_Prompts.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock/boto3,10_2_Appendix_Tool_Use.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/boto3/10_2_Appendix_Tool_Use.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock/boto3,10_3_Appendix_Empirical_Performance_Eval.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/boto3/10_3_Appendix_Empirical_Performance_Eval.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/AmazonBedrock/boto3,10_4_Appendix_Search_and_Retrieval.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/AmazonBedrock/boto3/10_4_Appendix_Search_and_Retrieval.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/Anthropic 1P,00_Tutorial_How-To.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/Anthropic 1P/00_Tutorial_How-To.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/Anthropic 1P,01_Basic_Prompt_Structure.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/Anthropic 1P/01_Basic_Prompt_Structure.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/Anthropic 1P,02_Being_Clear_and_Direct.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/Anthropic 1P/02_Being_Clear_and_Direct.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/Anthropic 1P,03_Assigning_Roles_Role_Prompting.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/Anthropic 1P/03_Assigning_Roles_Role_Prompting.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/Anthropic 1P,04_Separating_Data_and_Instructions.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/Anthropic 1P/04_Separating_Data_and_Instructions.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/Anthropic 1P,05_Formatting_Output_and_Speaking_for_Claude.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/Anthropic 1P/05_Formatting_Output_and_Speaking_for_Claude.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/Anthropic 1P,06_Precognition_Thinking_Step_by_Step.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/Anthropic 1P/06_Precognition_Thinking_Step_by_Step.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/Anthropic 1P,07_Using_Examples_Few-Shot_Prompting.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/Anthropic 1P/07_Using_Examples_Few-Shot_Prompting.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/Anthropic 1P,08_Avoiding_Hallucinations.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/Anthropic 1P/08_Avoiding_Hallucinations.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/Anthropic 1P,09_Complex_Prompts_from_Scratch.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/Anthropic 1P/09_Complex_Prompts_from_Scratch.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/Anthropic 1P,10.1_Appendix_Chaining Prompts.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/Anthropic 1P/10.1_Appendix_Chaining Prompts.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/Anthropic 1P,10.2_Appendix_Tool Use.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/Anthropic 1P/10.2_Appendix_Tool Use.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),prompt-eng-interactive-tutorial/Anthropic 1P,10.3_Appendix_Search & Retrieval.ipynb,anthropic-collection/prompt-eng-interactive-tutorial/Anthropic 1P/10.3_Appendix_Search & Retrieval.ipynb,,Local: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial
GitHub (anthropics),Repositories,anthropics/skills,anthropic-collection/skills,"> **Note:** This repository contains Anthropic's implementation of skills for Claude. For information about the Agent Skills standard, see [agentskills.io](http://agentskills.io). [![skills.sh](https://skills.sh/b/anthropics/skills)](https://skills.sh/anthropics/skills)",Local: anthropics,,https://github.com/anthropics/skills
GitHub (anthropics),skills,Readme,anthropic-collection/skills/README.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills,**Third-Party Notices**,anthropic-collection/skills/THIRD_PARTY_NOTICES.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/algorithmic-art,algorithmic-art,anthropic-collection/skills/skills/algorithmic-art/SKILL.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/brand-guidelines,brand-guidelines,anthropic-collection/skills/skills/brand-guidelines/SKILL.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
